epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,243.727,1.39426,2.75957,1.73607,0.89094,0.45833,0.67663,0.41822,1.49191,4.19626,2.07017,8.06176e-05,8.06176e-05,8.06176e-05
18,260.308,1.4196,2.71927,1.77242,0.78589,0.45833,0.65971,0.39894,1.4561,4.11143,2.06117,7.82812e-05,7.82812e-05,7.82812e-05
19,278.77,1.35137,2.56648,1.77325,0.83778,0.5,0.66861,0.38843,1.44935,4.08657,2.06234,7.59448e-05,7.59448e-05,7.59448e-05
20,300.541,1.46016,2.37974,1.75112,0.67772,0.52625,0.60567,0.38533,1.44752,4.13897,2.05883,7.36084e-05,7.36084e-05,7.36084e-05
21,317.439,1.3881,2.30431,1.72215,0.67559,0.52119,0.58211,0.35415,1.47728,4.11879,2.06977,7.1272e-05,7.1272e-05,7.1272e-05
22,334.027,1.38654,2.41973,1.77227,0.73445,0.57652,0.64209,0.37991,1.49673,3.9462,2.02832,6.89356e-05,6.89356e-05,6.89356e-05
23,351.854,1.35183,2.29584,1.73972,0.7353,0.57894,0.67855,0.40162,1.51575,3.82366,2.02174,6.65992e-05,6.65992e-05,6.65992e-05
24,368.759,1.41518,2.33483,1.77089,0.73598,0.58089,0.74613,0.43569,1.52441,3.71871,2.02485,6.42628e-05,6.42628e-05,6.42628e-05
25,385.464,1.32669,2.20884,1.72403,0.74505,0.60934,0.74144,0.43136,1.53413,3.66864,2.03889,6.19264e-05,6.19264e-05,6.19264e-05
26,402.29,1.41085,2.20873,1.75511,0.78909,0.54167,0.7414,0.44621,1.59552,3.59014,2.08914,5.959e-05,5.959e-05,5.959e-05
27,419.152,1.41104,2.04754,1.75981,0.86543,0.53625,0.77239,0.45443,1.60021,3.49862,2.09452,5.72536e-05,5.72536e-05,5.72536e-05
28,436.04,1.36724,2.04756,1.76191,0.84881,0.54167,0.76646,0.44968,1.65443,3.33915,2.16832,5.49172e-05,5.49172e-05,5.49172e-05
29,452.461,1.4982,2.10928,1.81832,0.87348,0.57572,0.77586,0.46359,1.6553,3.31463,2.17205,5.25808e-05,5.25808e-05,5.25808e-05
30,468.723,1.39138,2.05206,1.73355,0.85956,0.58333,0.78406,0.48189,1.6348,3.29066,2.14146,5.02444e-05,5.02444e-05,5.02444e-05
31,485.421,1.30666,2.0831,1.69642,0.87251,0.625,0.7836,0.48262,1.61136,3.23831,2.1243,4.7908e-05,4.7908e-05,4.7908e-05
32,501.868,1.38226,1.91437,1.73823,0.84082,0.66056,0.78925,0.50268,1.57587,3.19941,2.12411,4.55716e-05,4.55716e-05,4.55716e-05
33,518.364,1.36942,1.89175,1.73696,0.80397,0.68405,0.78679,0.4958,1.55359,3.17712,2.11615,4.32352e-05,4.32352e-05,4.32352e-05
34,533.985,1.40504,1.87632,1.77251,0.79225,0.70833,0.80564,0.4903,1.57031,3.09888,2.12909,4.08988e-05,4.08988e-05,4.08988e-05
35,549.287,1.27932,1.91523,1.67805,0.78844,0.70833,0.80616,0.48547,1.56163,3.10236,2.13367,3.85624e-05,3.85624e-05,3.85624e-05
36,565.525,1.33279,1.96198,1.6997,0.79472,0.70833,0.81552,0.49668,1.56183,3.15757,2.15493,3.6226e-05,3.6226e-05,3.6226e-05
37,580.306,1.28457,1.87204,1.70838,0.83688,0.66667,0.80798,0.49997,1.55325,3.18488,2.1604,3.38896e-05,3.38896e-05,3.38896e-05
38,595.429,1.26317,1.795,1.64953,0.88728,0.66667,0.81375,0.48759,1.50895,3.23593,2.16463,3.15532e-05,3.15532e-05,3.15532e-05
39,610.656,1.32735,1.92746,1.71795,0.88687,0.66667,0.81802,0.49278,1.51437,3.23372,2.17815,2.92168e-05,2.92168e-05,2.92168e-05
40,626.244,1.17296,1.80119,1.59419,0.94386,0.70833,0.85251,0.49929,1.5163,3.2272,2.17671,2.68804e-05,2.68804e-05,2.68804e-05
41,641.158,1.25373,2.28516,1.81185,0.84371,0.75,0.85025,0.49762,1.50472,3.15968,2.1503,2.4544e-05,2.4544e-05,2.4544e-05
42,656.456,1.15544,2.21785,1.74506,0.86212,0.83333,0.86498,0.5028,1.49175,3.07551,2.11165,2.22076e-05,2.22076e-05,2.22076e-05
43,670.889,1.14485,2.28435,1.74204,0.90708,0.81393,0.86661,0.49997,1.50656,3.04276,2.12643,1.98712e-05,1.98712e-05,1.98712e-05
44,685.673,1.14916,2.19855,1.74428,0.88914,0.83333,0.86723,0.5021,1.52922,3.01596,2.13725,1.75348e-05,1.75348e-05,1.75348e-05
45,700.389,1.11492,2.12044,1.72808,0.90907,0.8331,0.87366,0.50176,1.55744,2.99753,2.16724,1.51984e-05,1.51984e-05,1.51984e-05
46,714.808,1.09454,2.11853,1.68636,0.82306,0.83333,0.86655,0.49971,1.60271,2.94524,2.21787,1.2862e-05,1.2862e-05,1.2862e-05
47,729.728,1.05959,2.00638,1.70778,0.82426,0.83333,0.86813,0.49289,1.60528,2.90884,2.21921,1.05256e-05,1.05256e-05,1.05256e-05
48,744.287,1.11722,2.25949,1.73113,0.82852,0.83333,0.86558,0.48521,1.60253,2.86566,2.22242,8.1892e-06,8.1892e-06,8.1892e-06
49,759.119,1.0775,2.18097,1.6692,0.83057,0.83333,0.86113,0.48725,1.58354,2.86139,2.19989,5.8528e-06,5.8528e-06,5.8528e-06
50,773.701,0.97591,2.03343,1.5942,0.83131,0.8217,0.86277,0.48844,1.55346,2.89198,2.15356,3.5164e-06,3.5164e-06,3.5164e-06
