epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,8021.96,1.20324,1.37502,1.37436,0.89555,0.49022,0.53228,0.35011,1.1794,1.31143,1.46847,0.000976293,0.000976293,0.000976293
18,8165.72,1.15994,1.28825,1.33475,0.91254,0.52457,0.58615,0.39426,1.13978,1.09357,1.45494,0.000947999,0.000947999,0.000947999
19,8254.84,1.19227,1.27518,1.36773,0.90021,0.54622,0.59069,0.38976,1.15123,1.15821,1.49018,0.000919704,0.000919704,0.000919704
20,8348.75,1.09805,1.16885,1.28859,0.9461,0.56764,0.60646,0.39136,1.15705,1.05901,1.45264,0.00089141,0.00089141,0.00089141
21,8444.52,1.0804,1.12656,1.26564,0.87483,0.58078,0.57393,0.38909,1.05446,0.95649,1.40413,0.000863116,0.000863116,0.000863116
22,8599.82,1.13082,1.18939,1.32767,0.90888,0.57541,0.6108,0.41031,1.05357,0.94969,1.41463,0.000834822,0.000834822,0.000834822
23,8778.32,1.04725,1.09612,1.26921,0.90521,0.56186,0.58903,0.38894,1.08455,1.06662,1.40648,0.000806528,0.000806528,0.000806528
24,8957.38,1.06255,1.0839,1.27025,0.94814,0.58708,0.62394,0.41021,1.03786,0.90493,1.37186,0.000778233,0.000778233,0.000778233
25,9108.21,1.078,1.1116,1.29553,0.85025,0.55058,0.56084,0.3524,1.16019,1.03847,1.47947,0.000749939,0.000749939,0.000749939
26,9200.01,1.05158,1.05763,1.27426,0.89349,0.49398,0.54015,0.35976,1.2355,1.27533,1.49061,0.000721645,0.000721645,0.000721645
27,9291.78,1.05421,1.04696,1.24214,0.8864,0.56786,0.59001,0.38453,1.075,1.01782,1.43788,0.000693351,0.000693351,0.000693351
28,9383.52,1.04463,1.03995,1.26194,0.90938,0.58904,0.60495,0.40963,1.02517,0.98893,1.36222,0.000665057,0.000665057,0.000665057
29,9483.53,0.97232,1.00033,1.22588,0.91586,0.58185,0.60706,0.41113,1.0349,0.9607,1.37327,0.000636762,0.000636762,0.000636762
30,9577.13,1.01052,0.98685,1.23676,0.95914,0.59553,0.618,0.40484,1.05128,0.93576,1.40594,0.000608468,0.000608468,0.000608468
31,9671.82,0.96588,0.95468,1.20662,0.60431,0.59764,0.60099,0.41263,1.0204,0.89896,1.35447,0.000580174,0.000580174,0.000580174
32,9766.52,0.94715,0.92049,1.18418,0.61156,0.5618,0.60062,0.40419,1.01049,0.92743,1.36024,0.00055188,0.00055188,0.00055188
33,9860.88,0.94834,0.91828,1.20766,0.89864,0.56963,0.58447,0.39609,0.94778,0.94547,1.32968,0.000523586,0.000523586,0.000523586
34,9953.91,0.98683,0.95179,1.2122,0.92048,0.59772,0.60237,0.40162,1.01501,0.92957,1.32357,0.000495291,0.000495291,0.000495291
35,10051.3,0.92293,0.88318,1.17504,0.95855,0.56969,0.60718,0.41654,0.94934,0.88605,1.32449,0.000466997,0.000466997,0.000466997
36,10144.3,0.89914,0.90284,1.16938,0.93117,0.5725,0.59894,0.41575,0.94873,0.84135,1.30419,0.000438703,0.000438703,0.000438703
37,10237.7,0.91118,0.8707,1.16708,0.92669,0.59346,0.61002,0.42869,0.94658,0.88838,1.29496,0.000410409,0.000410409,0.000410409
38,10331.2,0.90105,0.84019,1.16405,0.60469,0.60192,0.62208,0.43245,0.91243,0.84712,1.28886,0.000382115,0.000382115,0.000382115
39,10422.3,0.85826,0.82813,1.13001,0.62347,0.60663,0.62735,0.439,0.93664,0.84775,1.31149,0.00035382,0.00035382,0.00035382
40,10514.2,0.8619,0.78959,1.13419,0.95522,0.59663,0.62416,0.44409,0.93901,0.76571,1.3082,0.000325526,0.000325526,0.000325526
41,10604.2,0.79008,0.73217,1.101,0.96369,0.58334,0.62022,0.45456,0.9373,0.80927,1.30555,0.000297232,0.000297232,0.000297232
42,10695.8,0.77992,0.72201,1.1081,0.97389,0.59077,0.62303,0.45506,0.86057,0.77196,1.26108,0.000268938,0.000268938,0.000268938
43,10785.1,0.71757,0.66466,1.07086,0.96187,0.59381,0.6142,0.44378,0.90772,0.78834,1.29236,0.000240644,0.000240644,0.000240644
44,10875.6,0.71309,0.66334,1.05671,0.96369,0.60304,0.6167,0.45532,0.87993,0.79855,1.27452,0.000212349,0.000212349,0.000212349
45,10966.1,0.71428,0.61797,1.07143,0.95247,0.60448,0.62226,0.46163,0.88795,0.75191,1.24816,0.000184055,0.000184055,0.000184055
46,11057.9,0.70698,0.62883,1.06818,0.9523,0.60217,0.62309,0.45265,0.86813,0.73412,1.25281,0.000155761,0.000155761,0.000155761
47,11149.5,0.68303,0.59454,1.03301,0.93823,0.60377,0.61549,0.45798,0.86322,0.70752,1.25256,0.000127467,0.000127467,0.000127467
48,11240.5,0.68572,0.60129,1.03668,0.94483,0.60466,0.62421,0.46511,0.84474,0.7006,1.24163,9.91726e-05,9.91726e-05,9.91726e-05
49,11330.6,0.67214,0.57175,1.04286,0.94031,0.60428,0.62165,0.46536,0.8314,0.7229,1.23554,7.08784e-05,7.08784e-05,7.08784e-05
50,11421.7,0.66627,0.58359,1.04238,0.93987,0.59948,0.62203,0.46444,0.83766,0.72314,1.23467,4.25842e-05,4.25842e-05,4.25842e-05
